Experiment,Story Index,True Label,Predicted Label,Correct,Label Space Size
48,92,west indian,west indian,True,4
48,85,gastronomical,gastronomical,True,4
48,34,apheresis,apheresis,True,4
48,83,medical,medical,True,4
49,90,portrait,portrait,True,4
49,58,telegraphic,telegraphic,True,4
49,37,speaking personally,speaking personally,True,4
49,41,cockney,cockney,True,4
50,64,free verse,free verse,True,4
50,61,hellenisms,hellenisms,True,4
50,3,metaphorically,metaphorically,True,4
50,14,another subjectivity,another subjectivity,True,4
